P_J422_code,F_PU6,F_PU11,S_PU6,S_PU11,F_PU7,ATT_FLAG
0,0.0,0.0,0.0,0.0,50.28,0
0,0.0,0.0,0.0,0.0,50.11,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.48,0
0,0.0,0.0,0.0,0.0,50.41,0
0,0.0,0.0,0.0,0.0,49.06,0
0,0.0,0.0,0.0,0.0,48.57,0
0,0.0,0.0,0.0,0.0,47.83,0
0,0.0,0.0,0.0,0.0,47.35,0
0,0.0,0.0,0.0,0.0,46.43,0
0,0.0,0.0,0.0,0.0,48.29,0
0,0.0,0.0,0.0,0.0,47.71,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.08,0
0,0.0,0.0,0.0,0.0,49.63,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,51.05,0
0,0.0,0.0,0.0,0.0,51.11,0
0,0.0,0.0,0.0,0.0,50.81,0
0,0.0,0.0,0.0,0.0,50.27,0
0,0.0,0.0,0.0,0.0,50.61,0
0,0.0,0.0,0.0,0.0,50.15,0
0,0.0,0.0,0.0,0.0,49.86,0
0,0.0,0.0,0.0,0.0,50.58,0
0,0.0,0.0,0.0,0.0,49.51,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.61,0
0,0.0,0.0,0.0,0.0,50.5,0
0,0.0,0.0,0.0,0.0,49.35,0
0,0.0,0.0,0.0,0.0,48.9,0
0,33.44,0.0,1.0,0.0,33.41,0
0,32.17,0.0,1.0,0.0,32.15,0
0,0.0,0.0,0.0,0.0,47.62,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.87,0
0,0.0,0.0,0.0,0.0,49.33,0
0,0.0,0.0,0.0,0.0,48.92,0
0,0.0,0.0,0.0,0.0,49.53,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.77,0
0,0.0,0.0,0.0,0.0,50.37,0
0,0.0,0.0,0.0,0.0,49.61,0
0,0.0,0.0,0.0,0.0,49.76,0
0,0.0,0.0,0.0,0.0,49.87,0
0,0.0,0.0,0.0,0.0,49.78,0
0,0.0,0.0,0.0,0.0,49.85,0
0,0.0,0.0,0.0,0.0,49.52,0
0,0.0,0.0,0.0,0.0,49.61,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,51.28,0
0,0.0,0.0,0.0,0.0,51.35,0
0,0.0,0.0,0.0,0.0,50.99,0
0,0.0,0.0,0.0,0.0,50.76,0
0,0.0,0.0,0.0,0.0,50.6,0
0,0.0,0.0,0.0,0.0,49.78,0
0,0.0,0.0,0.0,0.0,49.07,0
0,0.0,0.0,0.0,0.0,49.28,0
0,0.0,0.0,0.0,0.0,49.53,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.08,0
0,0.0,0.0,0.0,0.0,49.6,0
0,0.0,0.0,0.0,0.0,49.7,0
0,0.0,0.0,0.0,0.0,49.65,0
0,0.0,0.0,0.0,0.0,48.07,0
0,0.0,0.0,0.0,0.0,46.52,0
0,0.0,0.0,0.0,0.0,46.94,0
0,0.0,0.0,0.0,0.0,48.53,0
0,0.0,0.0,0.0,0.0,48.5,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.79,0
0,0.0,0.0,0.0,0.0,50.22,0
0,0.0,0.0,0.0,0.0,50.6,0
0,0.0,0.0,0.0,0.0,50.44,0
0,0.0,0.0,0.0,0.0,50.57,0
0,0.0,0.0,0.0,0.0,50.55,0
0,0.0,0.0,0.0,0.0,50.45,0
0,0.0,0.0,0.0,0.0,50.19,0
0,0.0,0.0,0.0,0.0,49.28,0
0,0.0,0.0,0.0,0.0,49.12,0
0,0.0,0.0,0.0,0.0,48.87,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.04,0
0,0.0,0.0,0.0,0.0,49.4,0
0,0.0,0.0,0.0,0.0,48.68,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.79,0
0,0.0,0.0,0.0,0.0,48.5,0
0,0.0,0.0,0.0,0.0,47.81,0
0,0.0,0.0,0.0,0.0,47.52,0
0,0.0,0.0,0.0,0.0,49.12,0
0,0.0,0.0,0.0,0.0,48.45,0
0,0.0,0.0,0.0,0.0,49.13,0
0,0.0,0.0,0.0,0.0,49.31,0
0,0.0,0.0,0.0,0.0,49.4,0
0,0.0,0.0,0.0,0.0,49.68,0
0,0.0,0.0,0.0,0.0,49.56,0
0,0.0,0.0,0.0,0.0,49.82,0
0,0.0,0.0,0.0,0.0,49.73,0
0,0.0,0.0,0.0,0.0,49.86,0
0,0.0,0.0,0.0,0.0,48.87,0
0,0.0,0.0,0.0,0.0,48.1,0
0,0.0,0.0,0.0,0.0,47.8,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.12,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.27,0
0,0.0,0.0,0.0,0.0,49.62,0
0,0.0,0.0,0.0,0.0,49.52,0
0,0.0,0.0,0.0,0.0,49.43,0
0,0.0,0.0,0.0,0.0,47.91,0
0,0.0,0.0,0.0,0.0,47.8,0
0,0.0,0.0,0.0,0.0,47.53,0
0,0.0,0.0,0.0,0.0,46.89,0
0,0.0,0.0,0.0,0.0,49.15,0
0,0.0,0.0,0.0,0.0,49.92,0
0,0.0,0.0,0.0,0.0,50.08,0
0,0.0,0.0,0.0,0.0,49.98,0
0,0.0,0.0,0.0,0.0,50.4,0
0,0.0,0.0,0.0,0.0,50.47,0
0,0.0,0.0,0.0,0.0,50.15,0
0,0.0,0.0,0.0,0.0,49.38,0
0,0.0,0.0,0.0,0.0,49.38,0
0,0.0,0.0,0.0,0.0,48.31,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.24,0
0,0.0,0.0,0.0,0.0,49.24,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.05,0
0,0.0,0.0,0.0,0.0,50.19,0
0,0.0,0.0,0.0,0.0,49.85,0
0,0.0,0.0,0.0,0.0,48.09,0
0,0.0,0.0,0.0,0.0,48.18,0
0,0.0,0.0,0.0,0.0,47.56,0
0,0.0,0.0,0.0,0.0,47.34,0
0,0.0,0.0,0.0,0.0,48.96,0
0,0.0,0.0,0.0,0.0,49.64,0
0,0.0,0.0,0.0,0.0,49.01,0
0,0.0,0.0,0.0,0.0,49.03,0
0,0.0,0.0,0.0,0.0,49.65,0
0,0.0,0.0,0.0,0.0,49.89,0
0,0.0,0.0,0.0,0.0,49.66,0
0,0.0,0.0,0.0,0.0,49.35,0
0,0.0,0.0,0.0,0.0,49.71,0
0,0.0,0.0,0.0,0.0,49.63,0
0,0.0,0.0,0.0,0.0,48.97,0
0,0.0,0.0,0.0,0.0,48.38,0
0,0.0,0.0,0.0,0.0,47.37,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.08,0
0,0.0,0.0,0.0,0.0,49.83,0
0,0.0,0.0,0.0,0.0,50.3,0
0,0.0,0.0,0.0,0.0,50.71,0
0,0.0,0.0,0.0,0.0,50.49,0
0,0.0,0.0,0.0,0.0,50.2,0
0,0.0,0.0,0.0,0.0,50.42,0
0,0.0,0.0,0.0,0.0,49.87,0
0,0.0,0.0,0.0,0.0,49.35,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,51.22,0
0,0.0,0.0,0.0,0.0,50.56,0
0,0.0,0.0,0.0,0.0,50.18,0
0,0.0,0.0,0.0,0.0,49.77,0
0,0.0,0.0,0.0,0.0,49.82,0
0,0.0,0.0,0.0,0.0,48.36,0
0,0.0,0.0,0.0,0.0,48.42,0
0,0.0,0.0,0.0,0.0,47.96,0
0,0.0,0.0,0.0,0.0,47.18,0
0,0.0,0.0,0.0,0.0,48.64,0
0,0.0,0.0,0.0,0.0,48.48,0
0,0.0,0.0,0.0,0.0,48.32,0
0,0.0,0.0,0.0,0.0,47.94,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.1,0
0,0.0,0.0,0.0,0.0,50.6,0
0,0.0,0.0,0.0,0.0,50.89,0
0,0.0,0.0,0.0,0.0,50.83,0
0,0.0,0.0,0.0,0.0,50.57,0
0,0.0,0.0,0.0,0.0,49.76,0
0,0.0,0.0,0.0,0.0,50.55,0
0,0.0,0.0,0.0,0.0,49.82,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.58,0
0,0.0,0.0,0.0,0.0,50.14,0
0,0.0,0.0,0.0,0.0,49.87,0
0,0.0,0.0,0.0,0.0,49.8,0
0,0.0,0.0,0.0,0.0,49.56,0
0,0.0,0.0,0.0,0.0,49.37,0
0,0.0,0.0,0.0,0.0,47.97,0
0,0.0,0.0,0.0,0.0,47.58,0
0,0.0,0.0,0.0,0.0,48.8,0
0,0.0,0.0,0.0,0.0,48.29,0
0,0.0,0.0,0.0,0.0,47.75,0
0,0.0,0.0,0.0,0.0,47.92,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.49,0
0,0.0,0.0,0.0,0.0,49.66,0
0,0.0,0.0,0.0,0.0,50.08,0
0,0.0,0.0,0.0,0.0,50.22,0
0,0.0,0.0,0.0,0.0,49.77,0
0,0.0,0.0,0.0,0.0,49.28,0
0,0.0,0.0,0.0,0.0,49.95,0
0,0.0,0.0,0.0,0.0,49.16,0
0,0.0,0.0,0.0,0.0,49.31,0
0,0.0,0.0,0.0,0.0,49.31,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.34,0
0,0.0,0.0,0.0,0.0,50.15,0
0,0.0,0.0,0.0,0.0,50.66,0
0,0.0,0.0,0.0,0.0,50.66,0
0,0.0,0.0,0.0,0.0,50.23,0
0,0.0,0.0,0.0,0.0,50.64,0
0,0.0,0.0,0.0,0.0,50.47,0
0,0.0,0.0,0.0,0.0,49.63,0
0,0.0,0.0,0.0,0.0,48.75,0
0,0.0,0.0,0.0,0.0,49.12,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.98,0
0,0.0,0.0,0.0,0.0,48.57,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.98,0
0,0.0,0.0,0.0,0.0,49.91,0
0,0.0,0.0,0.0,0.0,48.07,0
0,0.0,0.0,0.0,0.0,47.86,0
0,0.0,0.0,0.0,0.0,47.82,0
0,0.0,0.0,0.0,0.0,47.56,0
0,0.0,0.0,0.0,0.0,49.15,0
0,0.0,0.0,0.0,0.0,49.76,0
0,0.0,0.0,0.0,0.0,49.38,0
0,0.0,0.0,0.0,0.0,49.78,0
0,0.0,0.0,0.0,0.0,49.28,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,51.11,0
0,0.0,0.0,0.0,0.0,50.89,0
0,0.0,0.0,0.0,0.0,50.48,0
0,0.0,0.0,0.0,0.0,50.22,0
0,0.0,0.0,0.0,0.0,49.94,0
0,0.0,0.0,0.0,0.0,48.91,0
0,0.0,0.0,0.0,0.0,48.81,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.13,0
0,0.0,0.0,0.0,0.0,48.89,0
0,0.0,0.0,0.0,0.0,48.24,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.37,0
0,0.0,0.0,0.0,0.0,49.69,0
0,0.0,0.0,0.0,0.0,47.83,0
0,0.0,0.0,0.0,0.0,47.46,0
0,0.0,0.0,0.0,0.0,46.71,0
0,0.0,0.0,0.0,0.0,48.21,0
0,0.0,0.0,0.0,0.0,48.25,0
0,0.0,0.0,0.0,0.0,48.49,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.27,0
0,0.0,0.0,0.0,0.0,50.07,0
0,0.0,0.0,0.0,0.0,49.96,0
0,0.0,0.0,0.0,0.0,50.4,0
0,0.0,0.0,0.0,0.0,49.84,0
0,0.0,0.0,0.0,0.0,49.93,0
0,0.0,0.0,0.0,0.0,49.22,0
0,0.0,0.0,0.0,0.0,48.43,0
0,0.0,0.0,0.0,0.0,47.98,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.75,0
0,0.0,0.0,0.0,0.0,49.24,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.91,0
0,0.0,0.0,0.0,0.0,50.04,0
0,0.0,0.0,0.0,0.0,49.81,0
0,0.0,0.0,0.0,0.0,48.36,0
0,0.0,0.0,0.0,0.0,47.94,0
0,0.0,0.0,0.0,0.0,47.66,0
0,0.0,0.0,0.0,0.0,47.57,0
0,0.0,0.0,0.0,0.0,49.51,0
0,0.0,0.0,0.0,0.0,49.9,0
0,0.0,0.0,0.0,0.0,50.47,0
0,0.0,0.0,0.0,0.0,50.35,0
0,0.0,0.0,0.0,0.0,50.46,0
0,0.0,0.0,0.0,0.0,50.61,0
0,0.0,0.0,0.0,0.0,50.05,0
0,0.0,0.0,0.0,0.0,49.77,0
0,0.0,0.0,0.0,0.0,50.07,0
0,0.0,0.0,0.0,0.0,49.5,0
0,0.0,0.0,0.0,0.0,48.79,0
0,0.0,0.0,0.0,0.0,48.64,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.8,0
0,0.0,0.0,0.0,0.0,50.62,0
0,0.0,0.0,0.0,0.0,49.46,0
0,0.0,0.0,0.0,0.0,49.9,0
0,0.0,0.0,0.0,0.0,48.17,0
0,0.0,0.0,0.0,0.0,47.62,0
0,0.0,0.0,0.0,0.0,47.24,0
0,0.0,0.0,0.0,0.0,47.26,0
0,0.0,0.0,0.0,0.0,48.33,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.99,0
0,0.0,0.0,0.0,0.0,49.57,0
0,0.0,0.0,0.0,0.0,49.17,0
0,0.0,0.0,0.0,0.0,50.13,0
0,0.0,0.0,0.0,0.0,50.03,0
0,0.0,0.0,0.0,0.0,49.98,0
0,0.0,0.0,0.0,0.0,49.91,0
0,0.0,0.0,0.0,0.0,49.77,0
0,0.0,0.0,0.0,0.0,49.03,0
0,0.0,0.0,0.0,0.0,49.28,0
0,0.0,0.0,0.0,0.0,48.26,0
0,0.0,0.0,0.0,0.0,48.15,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.4,0
0,0.0,0.0,0.0,0.0,49.49,0
0,0.0,0.0,0.0,0.0,50.33,0
0,0.0,0.0,0.0,0.0,50.51,0
0,0.0,0.0,0.0,0.0,50.6,0
0,0.0,0.0,0.0,0.0,50.52,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.58,0
0,0.0,0.0,0.0,0.0,50.78,0
0,0.0,0.0,0.0,0.0,50.5,0
0,0.0,0.0,0.0,0.0,50.16,0
0,0.0,0.0,0.0,0.0,50.45,0
0,0.0,0.0,0.0,0.0,50.81,0
0,0.0,0.0,0.0,0.0,49.85,0
0,0.0,0.0,0.0,0.0,49.83,0
0,0.0,0.0,0.0,0.0,50.06,0
0,0.0,0.0,0.0,0.0,49.67,0
0,0.0,0.0,0.0,0.0,48.19,0
0,0.0,0.0,0.0,0.0,47.73,0
0,0.0,0.0,0.0,0.0,46.93,0
0,0.0,0.0,0.0,0.0,46.49,0
0,0.0,0.0,0.0,0.0,47.42,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.58,0
0,0.0,0.0,0.0,0.0,48.82,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.79,0
0,0.0,0.0,0.0,0.0,50.85,0
0,0.0,0.0,0.0,0.0,50.79,0
0,0.0,0.0,0.0,0.0,49.98,0
0,0.0,0.0,0.0,0.0,50.56,0
0,0.0,0.0,0.0,0.0,49.38,0
0,0.0,0.0,0.0,0.0,50.16,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.79,0
0,0.0,0.0,0.0,0.0,49.51,0
0,0.0,0.0,0.0,0.0,49.13,0
0,0.0,0.0,0.0,0.0,49.25,0
0,0.0,0.0,0.0,0.0,49.32,0
0,0.0,0.0,0.0,0.0,47.94,0
0,0.0,0.0,0.0,0.0,47.56,0
0,0.0,0.0,0.0,0.0,47.13,0
0,0.0,0.0,0.0,0.0,48.34,0
0,0.0,0.0,0.0,0.0,48.22,0
0,0.0,0.0,0.0,0.0,47.76,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.1,0
0,0.0,0.0,0.0,0.0,48.96,0
0,0.0,0.0,0.0,0.0,49.12,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.04,0
0,0.0,0.0,0.0,0.0,50.05,0
0,0.0,0.0,0.0,0.0,49.6,0
0,0.0,0.0,0.0,0.0,48.34,0
0,0.0,0.0,0.0,0.0,49.63,0
0,0.0,0.0,0.0,0.0,50.04,0
0,0.0,0.0,0.0,0.0,49.63,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.31,0
0,0.0,0.0,0.0,0.0,50.36,0
0,0.0,0.0,0.0,0.0,50.61,0
0,0.0,0.0,0.0,0.0,50.79,0
0,0.0,0.0,0.0,0.0,50.78,0
0,0.0,0.0,0.0,0.0,50.97,0
0,0.0,0.0,0.0,0.0,50.5,0
0,0.0,0.0,0.0,0.0,50.29,0
0,0.0,0.0,0.0,0.0,49.1,0
0,0.0,0.0,0.0,0.0,48.91,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.62,0
0,0.0,0.0,0.0,0.0,50.03,0
0,0.0,0.0,0.0,0.0,48.89,0
0,0.0,0.0,0.0,0.0,49.24,0
0,0.0,0.0,0.0,0.0,49.44,0
0,0.0,0.0,0.0,0.0,47.57,0
0,0.0,0.0,0.0,0.0,47.61,0
0,0.0,0.0,0.0,0.0,46.52,0
0,0.0,0.0,0.0,0.0,47.78,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.56,0
0,0.0,0.0,0.0,0.0,49.66,0
0,0.0,0.0,0.0,0.0,49.49,0
0,0.0,0.0,0.0,0.0,49.84,0
0,0.0,0.0,0.0,0.0,50.14,0
0,0.0,0.0,0.0,0.0,49.78,0
0,0.0,0.0,0.0,0.0,49.95,0
0,0.0,0.0,0.0,0.0,49.69,0
0,0.0,0.0,0.0,0.0,49.63,0
0,0.0,0.0,0.0,0.0,48.68,0
0,0.0,0.0,0.0,0.0,48.02,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.58,0
0,0.0,0.0,0.0,0.0,49.15,0
0,0.0,0.0,0.0,0.0,49.47,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.13,0
0,0.0,0.0,0.0,0.0,50.97,0
0,0.0,0.0,0.0,0.0,48.63,0
0,0.0,0.0,0.0,0.0,48.41,0
0,0.0,0.0,0.0,0.0,47.95,0
0,0.0,0.0,0.0,0.0,47.48,0
0,0.0,0.0,0.0,0.0,46.97,0
0,0.0,0.0,0.0,0.0,47.7,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.84,0
0,0.0,0.0,0.0,0.0,50.05,0
0,0.0,0.0,0.0,0.0,49.98,0
0,0.0,0.0,0.0,0.0,50.25,0
0,0.0,0.0,0.0,0.0,50.11,0
0,0.0,0.0,0.0,0.0,49.51,0
0,0.0,0.0,0.0,0.0,48.44,0
0,0.0,0.0,0.0,0.0,48.09,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.69,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.66,0
0,0.0,0.0,0.0,0.0,50.03,0
0,0.0,0.0,0.0,0.0,49.87,0
0,0.0,0.0,0.0,0.0,49.45,0
0,0.0,0.0,0.0,0.0,47.98,0
0,0.0,0.0,0.0,0.0,47.68,0
0,0.0,0.0,0.0,0.0,46.97,0
0,0.0,0.0,0.0,0.0,47.24,0
0,0.0,0.0,0.0,0.0,49.1,0
0,0.0,0.0,0.0,0.0,49.66,0
0,0.0,0.0,0.0,0.0,49.76,0
0,0.0,0.0,0.0,0.0,49.86,0
0,0.0,0.0,0.0,0.0,49.51,0
0,0.0,0.0,0.0,0.0,49.96,0
0,0.0,0.0,0.0,0.0,49.42,0
0,0.0,0.0,0.0,0.0,49.31,0
0,0.0,0.0,0.0,0.0,49.43,0
0,0.0,0.0,0.0,0.0,48.22,0
0,0.0,0.0,0.0,0.0,48.25,0
0,0.0,0.0,0.0,0.0,47.96,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.95,0
0,0.0,0.0,0.0,0.0,49.23,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.84,0
0,0.0,0.0,0.0,0.0,51.24,0
0,0.0,0.0,0.0,0.0,50.4,0
0,0.0,0.0,0.0,0.0,51.16,0
0,0.0,0.0,0.0,0.0,50.76,0
0,0.0,0.0,0.0,0.0,50.06,0
0,0.0,0.0,0.0,0.0,50.26,0
0,0.0,0.0,0.0,0.0,50.39,0
0,0.0,0.0,0.0,0.0,50.44,0
0,0.0,0.0,0.0,0.0,50.39,0
0,0.0,0.0,0.0,0.0,50.62,0
0,0.0,0.0,0.0,0.0,50.72,0
0,0.0,0.0,0.0,0.0,48.8,0
0,0.0,0.0,0.0,0.0,48.49,0
0,0.0,0.0,0.0,0.0,48.18,0
0,0.0,0.0,0.0,0.0,47.49,0
0,0.0,0.0,0.0,0.0,46.39,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,47.06,0
0,0.0,0.0,0.0,0.0,46.38,0
0,0.0,0.0,0.0,0.0,47.15,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.22,0
0,0.0,0.0,0.0,0.0,49.81,0
0,0.0,0.0,0.0,0.0,50.37,0
0,0.0,0.0,0.0,0.0,49.85,0
0,0.0,0.0,0.0,0.0,49.82,0
0,0.0,0.0,0.0,0.0,48.77,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.84,0
0,0.0,0.0,0.0,0.0,49.73,0
0,0.0,0.0,0.0,0.0,49.84,0
0,0.0,0.0,0.0,0.0,50.12,0
0,0.0,0.0,0.0,0.0,50.76,0
0,0.0,0.0,0.0,0.0,50.63,0
0,0.0,0.0,0.0,0.0,50.58,0
0,0.0,0.0,0.0,0.0,50.08,0
0,0.0,0.0,0.0,0.0,50.11,0
0,0.0,0.0,0.0,0.0,49.72,0
0,0.0,0.0,0.0,0.0,48.64,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.85,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.22,0
0,0.0,0.0,0.0,0.0,49.38,0
0,0.0,0.0,0.0,0.0,49.1,0
0,0.0,0.0,0.0,0.0,49.29,0
0,0.0,0.0,0.0,0.0,47.38,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,47.18,0
0,0.0,0.0,0.0,0.0,47.33,0
0,0.0,0.0,0.0,0.0,48.95,0
0,0.0,0.0,0.0,0.0,49.58,0
0,0.0,0.0,0.0,0.0,49.21,0
0,0.0,0.0,0.0,0.0,49.68,0
0,0.0,0.0,0.0,0.0,50.15,0
0,0.0,0.0,0.0,0.0,50.41,0
0,0.0,0.0,0.0,0.0,50.46,0
0,0.0,0.0,0.0,0.0,50.61,0
0,0.0,0.0,0.0,0.0,49.94,0
0,0.0,0.0,0.0,0.0,49.13,0
0,0.0,0.0,0.0,0.0,48.41,0
0,0.0,0.0,0.0,0.0,0.0,0
