adc,adcs,add,addcc,addcs,addeq,addge,addgt,addhi,addle,addls,addlt,addne,adds,adr,and,andcc,andcs,andeq,andge,andhi,andle,andls,andlt,andne,andnes,ands,bcc,bcs,beq,bge,bgt,bhi,bic,biccc,biceq,bichi,bicne,bics,bl,ble,bleq,blgt,blhi,blls,blne,bls,blt,bmi,bne,bpl,bx,bxcc,bxcs,bxeq,bxge,bxgt,bxhi,bxle,bxls,bxlt,bxne,cmn,cmneq,cmnmi,cmnne,cmp,cmpcc,cmpcs,cmpeq,cmphi,cmpls,cmplt,cmpne,cmppl,eor,eoreq,eorne,ldc,ldmccfd,ldmda,ldmdb,ldmed,ldmeqfd,ldmfd,ldmgefd,ldmgeia,ldmgtfd,ldmhifd,ldmia,ldmib,ldmlefd,ldmnefd,ldr,ldrb,ldrcc,ldrccb,ldrcs,ldreq,ldreqb,ldreqh,ldrge,ldrgeb,ldrgt,ldrgtb,ldrh,ldrhi,ldrle,ldrleb,ldrls,ldrlsb,ldrlt,ldrltb,ldrne,ldrneb,ldrneh,ldrsb,ldrsh,mcr,mla,mlaeq,mlane,mov,movcc,movcs,moveq,moveqs,movge,movgt,movhi,movle,movls,movlt,movmi,movne,movnes,movpl,movs,mrc,mul,mvn,mvncc,mvneqs,mvnlt,mvnnes,mvns,nop,orr,orrcs,orreq,orreqs,orrge,orrgt,orrhi,orrle,orrlt,orrne,orrnes,orrs,rsb,rsbcs,rsbcss,rsbge,rsbgt,rsbgts,rsbhi,rsble,rsbls,rsblt,rsbmi,rsbne,rsbs,rsc,rscs,sbc,sbcs,smull,stc,stmda,stmdb,stmea,stmfa,stmfd,stmgeia,stmia,stmib,stmneia,str,strb,strcc,strccb,strcs,streq,streqb,streqh,strge,strgeb,strgt,strgtb,strh,strhi,strhib,strle,strleb,strls,strlsb,strlt,strltb,strne,strneb,strneh,sub,subcc,subcs,subcss,subeq,subeqs,subge,subgt,subhi,suble,subls,sublt,submi,subne,subs,svc,swp,teq,teqeq,teqne,tst,tstne,umlal,umull,label
0.011077839,0,0.476258373,0,0,0,0,0,0,0,0,0,0,0,0.132786708,0.008575257,0,0,0,0,0,0,0,0,0,0,0,0.008158698,0,0.158752791,0,0,0.008347702,0,0,0,0,0,0,0.304276183,0.015949888,0,0,0,0,0.008158698,0,0.008608414,0,0.079376396,0,0.059532297,0,0,0,0,0,0,0,0,0,0.008914547,0,0,0,0,0.244743886,0,0,0,0,0,0,0.039713629,0,0,0,0,0,0,0,0,0,0,0.046302897,0,0,0,0,0.008189826,0,0,0,0.509331871,0.079376396,0,0,0,0,0,0,0,0,0,0,0.011029732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52917597,0,0,0.029148334,0,0,0,0,0,0,0,0,0.035364117,0,0,0.0066147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013229399,0,0,0,0,0,0,0,0,0,0,0,0.00988795,0,0,0,0,0,0,0,0,0.018325698,0,0.046302897,0,0.009611475,0,0,0.085991095,0.047700827,0,0,0,0,0.010010071,0,0,0,0,0,0.011273844,0,0,0,0,0,0,0,0,0,0,0,0.026656253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043235523,0,0,0,0,0,0.009235539,0,0,0,0
0,0,0.169139718,0,0,0.002424984,0,0,0,0,0,0,0.002473558,0,0.024502838,0.004521066,0,0,0,0,0,0,0,0,0,0,0,0.00645217,0.005087838,0.315611226,0,0,0.008802188,0.002627969,0,0,0,0,0,0.181345677,0.002102284,0.003080083,0,0,0,0.017205788,0.002359175,0,0,0.080210588,0,0.285968182,0,0,0.022606693,0,0,0,0,0.002750581,0,0,0.023841173,0,0,0,0.428952273,0,0,0,0,0,0,0.023555148,0,0,0,0,0,0,0,0,0,0,0.076723171,0,0,0,0,0.008635717,0.010787166,0,0.004543629,0.601579408,0.111597339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019880921,0,0,0,0,0,0,0,0,0.397565522,0.002463734,0.002785573,0.003841913,0,0,0,0.00290756,0,0.006023386,0,0,0.026102649,0,0,0.006974834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041849002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004830858,0,0.05579867,0,0,0.003858277,0,0.134265549,0.01975988,0,0,0,0.004811853,0.002638766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007510097,0,0,0.019323934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020895169,0,0,0,0,0,0,0,0,0,0
0,0,0.354190075,0,0,0.030468482,0,0,0,0,0,0,0.031078791,0.005857934,0.087961044,0.018934841,0,0,0,0,0,0,0,0,0,0,0,0.009007523,0,0.131451987,0.024798224,0,0,0,0,0,0,0,0,0.266555417,0.008804652,0,0,0,0,0.009007523,0.009880547,0.009504027,0,0.058423105,0,0.054771661,0,0,0,0,0,0,0,0,0,0.004921005,0.016641679,0,0,0,0.226389533,0,0,0,0,0,0,0.010961352,0,0,0,0,0,0,0,0,0,0,0.032862997,0,0,0,0,0.004520945,0,0,0,0.507550726,0.01825722,0,0,0,0.005058072,0,0,0.018507478,0,0.014751837,0,0,0,0.017345847,0,0.005525756,0,0.017239233,0,0,0,0,0,0,0,0,0,0,0.657259933,0,0,0.024135679,0,0.024249057,0.005857934,0,0.01181591,0,0.012501883,0,0.031234699,0,0,0.003651444,0,0,0,0,0,0,0,0,0,0.015726654,0,0,0,0,0,0,0,0,0,0,0,0.007302888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032862997,0,0.015917169,0,0.00912995,0.113194766,0.022570108,0,0,0,0,0.011051512,0,0.019591373,0.023569455,0,0,0,0,0,0,0,0,0,0,0,0.005242218,0,0,0.069895182,0,0,0,0,0,0,0,0,0,0,0,0,0.006629518,0.031822477,0,0,0,0,0,0,0,0,0,0
0.001811545,0,0.191324567,0.011700475,0.000560567,0.001880396,0.000566511,0.000872951,0.05042763,0,0.000245489,0.000333645,0.006905021,0.002169173,0.013571529,0.006135068,0.000446047,0,0.000299181,0,0.000380015,0,0,0,0.000832127,0,0.00918832,0.013842136,0.030575627,0.106141191,0.00514231,0.005102247,0.005630994,0.001222678,0,0,0,0,0,0.317747514,0.006357647,0.000238838,0.000333645,0.001338139,0,0.015843408,0.006951592,0.015836886,0.000667291,0.072608687,0,0.058817093,0,0,0.000478086,0,0,0,0,0,0,0.001822231,0.002927119,0,0,0,0.242840228,0.000578805,0,0.000925881,0,0,0,0.000405895,0,0,0.000333645,0,0,0,0,0.000329353,0,0.000525522,0.049757908,0,0,0,0,0.042019662,0.002230573,0,0,0.560722953,0.066659372,0,0,0,0.003184077,0.000313427,0,0.000342663,0,0.001365639,0.001764517,0.024349659,0.002420833,0.000321155,0,0.001432318,0,0.000319181,0,0.019869751,0.000300882,0,0.001168691,0,0,0,0,0,0.612779461,0.002674621,0.003240009,0.007149887,0,0.003367253,0.001518421,0.003832817,0.001750156,0.009808451,0.002083232,0,0.017638304,0.000286294,0,0.001622541,0,0.000252484,0.000242122,0,0,0,0,0,0,0.111035216,0.001065327,0,0,0,0.000854298,0,0,0,0.000253686,0,0.004378545,0.005408468,0,0,0,0.001920108,0,0.000414877,0,0,0,0,0.000265013,0.001010603,0,0,0.000509797,0,0.000299181,0,0,0.000342663,0.008241141,0.000691349,0.03880576,0,0.000392938,0.001196724,0,0.237702183,0.060592838,0.010178375,0,0.002991568,0.004477484,0.000204617,0,0.001450924,0,0,0.000480027,0.009678889,0.038534243,0.000461972,0,0,0.007775814,0,0.001035043,0,0.00698823,0.002995847,0,0.022748866,0,0.001039444,0,0,0,0.000486624,0.000357428,0,0,0,0,0.000418913,0.000490978,0.041685025,0,0,0,0,0,0.014725193,0,0,0.001582237,0
0,0,0.093241054,0,0,0.001386853,0,0,0,0,0.00045264,0,0.001768291,0.000399959,0.050297467,0,0,0,0,0,0,0,0,0,0,0,0.000806748,0.000307501,0.000363718,0.059584524,0,0.002351921,0.004090117,0,0,0,0,0,0,0.501357645,0.003907477,0.002642259,0,0,0,0.007995021,0.006746087,0.000973352,0,0.035152376,0.000530727,0.018698072,0,0,0.000587673,0,0,0,0,0,0,0.000335989,0.000852176,0,0,0,0.107451589,0,0,0,0,0,0,0.002245206,0,0,0,0,0,0,0,0,0,0,0.016454304,0,0,0,0,0.000617348,0,0,0,0.450249581,0.027673147,0,0,0,0.003798819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000631663,0,0,0,0,0,0,0,0,0.68808906,0,0,0.008514142,0,0,0.001599836,0.00041571,0.000806748,0,0,0,0.011995843,0,0,0.000249308,0,0,0,0,0,0,0,0,0,0.00071584,0,0,0,0,0,0,0,0,0,0,0.000424911,0.000249308,0,0,0,0,0,0,0,0,0,0.000554775,0.000488639,0,0,0,0,0,0,0,0,0,0.012087153,0.006798568,0.016703611,0,0,0,0,0.20518018,0.003595683,0,0,0,0.000343989,0.005281906,0,0,0,0.000557951,0,0,0,0,0,0,0,0,0,0,0.00107376,0,0,0.016577098,0,0,0,0,0,0,0,0,0,0,0,0,0.00045264,0.014665898,0,0,0.000516796,0,0,0.000696174,0,0,0,0
0.008510265,0,0.487830979,0,0.003511236,0.001177828,0.001774233,0,0.003239638,0,0.006150695,0.002089862,0.008409945,0.006793549,0.034853406,0.043918136,0,0,0,0,0,0,0,0,0,0,0.002740624,0.007312328,0.002471191,0.114335386,0.001150358,0.001141395,0.008550543,0.011487772,0,0,0,0,0.004235265,0.193099763,0.011232,0,0,0,0,0.006267709,0.013750374,0.002204397,0.002089862,0.06944816,0,0.084692878,0,0,0.005989197,0,0,0,0,0.001335972,0,0.001141395,0.040529261,0,0,0,0.209191409,0.003625472,0,0.001449865,0,0,0,0.003813622,0,0.157483523,0,0.002191325,0,0,0,0.002062973,0,0,0.054203442,0,0,0,0,0.004194415,0,0,0,0.553044495,0.019479362,0,0,0,0.003519561,0,0,0,0,0,0,0.001412218,0,0,0,0,0,0,0,0.007510434,0,0,0,0,0,0,0,0,0.512391914,0.010769843,0.009470776,0.025191514,0,0.001406103,0.00135871,0.001412218,0.001370312,0.001462796,0.001449865,0,0.030789915,0.001793265,0,0.003387715,0,0.00316298,0.024265395,0,0,0,0,0,0,0.032829258,0.006672913,0,0,0,0,0.002793912,0,0,0.001589018,0,0.001443473,0.02117322,0,0,0,0,0,0,0,0,0.002131867,0,0.004979897,0.003798082,0,0,0,0,0,0,0,0,0.004692749,0.001443473,0.035571009,0,0.001230628,0,0,0.212579125,0.02181246,0,0,0,0.010517145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017022578,0.001443473,0,0.035836465,0,0.006510791,0,0,0,0,0,0,0,0,0,0,0.001537674,0.018452543,0,0,0,0,0,0.010642447,0,0,0,0
0.004625002,0.003144435,0.27064066,0,0.005724665,0.003840625,0,0.002971607,0.002640928,0,0.002507,0,0.013711445,0.00443044,0.05128061,0.017900864,0,0,0,0,0,0,0,0,0,0.00316297,0.002234135,0.008515648,0.010072479,0.115988854,0,0.001860913,0.008712921,0,0,0,0,0,0,0.211265413,0.003329542,0.004878153,0,0,0,0.005109389,0.007472799,0.001797008,0.003407279,0.082849182,0.002939494,0.08975328,0,0,0.004882348,0,0.00316297,0,0,0,0,0.005582739,0.017306218,0,0.00401243,0,0.240262627,0.005910914,0,0.004727677,0.003429732,0,0,0.018653011,0.004320551,0.084822077,0,0,0,0,0,0.006726879,0,0,0.055232788,0,0,0.003499368,0,0.02051553,0.008542214,0,0,0.631034601,0.095276559,0,0,0.004902171,0.009563731,0,0,0,0,0,0,0,0,0,0,0.006268812,0,0,0,0.015743439,0,0.00932284,0.015913336,0,0,0,0,0,0.503999189,0.015607989,0.02426444,0.033465958,0.003407279,0,0.006645659,0.002302458,0.006702406,0.00238492,0,0,0.038387781,0.002923713,0,0.012427377,0,0,0,0.00401243,0,0,0.00359804,0.010643467,0,0.023788586,0.021758831,0.002628202,0.003880824,0,0.00290811,0,0,0,0,0.003523383,0.028241004,0.104942297,0,0,0,0,0.003181757,0,0,0,0,0,0.002706382,0.002064111,0,0,0.002603095,0.011632439,0,0,0,0,0.007650985,0,0.057994427,0,0.002006397,0.009165956,0,0.301018694,0.04978778,0,0,0.00436439,0.009526107,0.018806437,0,0,0,0,0,0,0.00336344,0.004717788,0,0,0.003452556,0,0,0,0.013876675,0.009413668,0,0.051471602,0,0.021230186,0,0.005665273,0.003789748,0,0,0,0,0,0,0,0,0.027076269,0,0,0.017173996,0.006770371,0.009270834,0.009639601,0,0,0,0
0.021873143,0.021630631,0.173351039,0.002703829,0.004922511,0.001651234,0.002487352,0,0.002270875,0,0.002155713,0,0.006737237,0.020952996,0.039328014,0.026167337,0,0,0,0,0,0.002929843,0,0,0,0.0081593,0.009605415,0.005857932,0.006928879,0.074802161,0.011289054,0.00640063,0.004495227,0.016105066,0,0.0078816,0,0,0,0.243403857,0.012883493,0.004194615,0,0,0,0,0.003212846,0.003090413,0,0.067678146,0.007582814,0.08667552,0.003258719,0,0.00979585,0.003392268,0.005439533,0.003029678,0.002910845,0,0,0.004800473,0.008117034,0,0.003450199,0,0.150791658,0.005082662,0,0.004065223,0.005898299,0,0,0,0.003715145,0.029568893,0.002929843,0.003072087,0,0.00342088,0,0,0,0,0.041556756,0.003116067,0,0.006018056,0.003392268,0.045572181,0,0.00316174,0.003093874,0.626913348,0.007124015,0,0,0,0,0,0,0,0,0,0,0.001979832,0,0.002820165,0,0.001796804,0,0,0,0.007520795,0,0,0,0,0,0,0,0,0.57704524,0.013420959,0.026554752,0.023544513,0.008789528,0,0.001904818,0.003959665,0.003842166,0.004101478,0.002032612,0,0.038087068,0.002514035,0,0.024934054,0,0.00221714,0.002126151,0.003450199,0.003284254,0,0.012375494,0.015253465,0,0.068184239,0.023387413,0.004519864,0.006674067,0.003185252,0.005001237,0,0.002968775,0,0.004455389,0.018178066,0.046543961,0.021372046,0,0,0,0,0.005471842,0,0.003185252,0,0.002988731,0.015852811,0.002327157,0.010649298,0.009896928,0.003392268,0.004476687,0.010002474,0,0,0,0,0.011513093,0.006070951,0.030870733,0,0.008626279,0,0.002968775,0.337203392,0.002446365,0,0,0,0.001638257,0,0,0,0,0,0,0,0,0,0.003050693,0,0,0,0,0,0.018750666,0.002023651,0,0.031101113,0.002892146,0.027383041,0,0.004871441,0.003258719,0,0,0,0,0,0,0,0.002155713,0.021988816,0,0,0.051686368,0.014554225,0.021258086,0.018235529,0,0.008732535,0.002315686,0
0,0,0.330610412,0,0,0,0,0.011293547,0,0,0,0,0,0,0.115881241,0,0,0,0,0,0,0,0,0,0,0,0,0.006472718,0,0.07346898,0.007127905,0.007072372,0,0,0,0,0,0,0,0.430318314,0,0,0,0,0,0.012945436,0,0,0,0.083964549,0,0.041982275,0,0,0.024740385,0,0,0,0,0.008278021,0,0,0.005979274,0,0,0,0.19416802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026238922,0,0,0,0,0.084466376,0,0,0,0.587751843,0.005247784,0,0,0,0.014538726,0,0,0,0,0,0,0.008750458,0,0,0,0.007941509,0,0,0,0.019944234,0,0,0,0,0,0,0,0,0.530026216,0,0,0,0,0,0.008418909,0,0,0,0,0,0.022444951,0,0,0.010495569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015743353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026238922,0,0,0,0,0.041982275,0.00540622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015860841,0,0,0,0,0,0,0,0,0,0,0,0,0.009527814,0.017150491,0,0,0,0,0,0,0,0,0,0
0,0.007428551,0.414287854,0,0,0,0,0,0,0,0,0,0.018510011,0,0.088404979,0.004228979,0,0,0,0,0,0,0,0,0,0,0,0.024141288,0.019036533,0.120698036,0.004430823,0,0.004116758,0,0,0,0,0,0,0.234871854,0,0.005762182,0,0,0,0,0.004413517,0,0,0.104387491,0,0.045669527,0,0,0.003844758,0,0,0,0,0,0,0.004396303,0.007433631,0,0,0,0.274017164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010761289,0,0,0,0.039145309,0,0,0,0,0.008077798,0,0,0,0.665470254,0.052193745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004936573,0,0,0,0.004132555,0,0,0,0,0,0,0,0,0.407763636,0.004609125,0,0,0,0,0,0.005439429,0,0,0,0,0.024416264,0,0,0.006524218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005559816,0.016310545,0,0,0,0,0,0,0,0,0,0,0.012787353,0.004876347,0,0,0,0,0,0,0,0,0.009037512,0,0.042407418,0,0,0.007218019,0,0.195726545,0.006721191,0,0,0,0.004500979,0,0,0,0,0,0,0,0,0.044582039,0,0,0,0,0,0,0.004683267,0.016679447,0,0.055869706,0,0,0,0,0,0,0,0,0,0,0,0,0.005922646,0.021322055,0,0,0,0,0,0,0,0,0,0
0,0,0.232712976,0,0.019689634,0,0,0,0.009083311,0,0.008622671,0,0,0,0.085804785,0,0,0,0,0,0,0,0,0,0,0,0,0.017573428,0.006928734,0.061740177,0,0,0.017980534,0,0,0,0,0,0,0.251709954,0,0,0,0,0,0,0.032127792,0.012361396,0,0.047492444,0,0.080737155,0,0,0.027987558,0,0,0,0,0.007491608,0,0,0,0,0,0,0.242211465,0.020330224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047492444,0,0,0,0,0.005880159,0,0,0,0.745631373,0.052241688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007187065,0,0,0,0,0,0,0,0,0,0,0,0,0.470175197,0.046972377,0.045521482,0.015696014,0,0,0,0,0,0,0,0,0.020312679,0.010055929,0,0.009498489,0,0.008868376,0,0,0,0,0,0,0,0.047727971,0.03741908,0,0,0,0,0.031334323,0,0,0,0,0,0.023746222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006578773,0,0.047492444,0,0,0,0,0.052241688,0.004892629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023923434,0,0.03650996,0,0,0,0,0,0,0,0,0,0,0,0.010347462,0,0,0,0,0,0.013261926,0,0,0,0
0.022933019,0.000329982,0.350671008,0,0.000600755,0.003123569,0.000151781,0.00062369,0.002078574,0.000550844,0.000789265,0.000357565,0.003494473,0.024641674,0.005308745,0.022636463,0,0,0.00096189,0,0.00061089,0,0.000751889,0.00025063,0.002526721,0,0.009026466,0.003038394,0.004016682,0.107085072,0.006888719,0.006053901,0.004754607,0.014741262,0,0.000801575,0,0.00194368,0.001630425,0.170118911,0.009084591,0.001151822,0.000357565,0,0,0.000536187,0.006371684,0.014426432,0.000357565,0.108534126,0,0.04448595,0,0,0.000256181,0,0,0.000184875,0,0,0,9.76E-05,0.006439047,0,0,0,0.205765633,0.000620301,0.000545061,0.007069849,0,0,0,0.001957476,0,0.000721732,0,0,0,0,0,0.000529447,0,0,0.041153127,0,0,0,0,0.064049721,0.008964333,0,0,0.648234197,0.077234565,0.001018149,0,0,0.010638509,0.001847435,0,0.001468916,0.00098143,0.000439063,0,0.023437488,0.000486448,0.00017209,0,0.000767502,0,0.000855161,0,0.009453918,0.001612263,0,0.063667618,0.027972002,0,0.009239493,0,0,0.490866959,0.00235452,0.00150466,0.017799302,0,0.00541299,0.002905858,0.001932989,0.001289495,0.001501663,0.005457427,0,0.020064898,0.000306819,0,0.003839992,0,0.011229287,0.001946105,0,0,0,0,0,0,0.063970542,0.001141703,0.002344365,0,0,0.000305182,0,0,0,0.002990606,0,0.010990221,0.013548653,0,0,0,0.000257221,0,0,0,0,0.000182376,0.000806132,0.001136048,0.0019495,0.000452942,0,0.015161095,0.020141985,0.00128252,0,0,0.000183615,0.02288283,0.003704569,0.025575799,0,0.00757996,0.000160315,0.000181158,0.28843415,0.059637444,0,0,0,0.007197729,0.00416644,0.000925515,0.000194368,0.00046767,0.000810747,0,0.020251643,0.000176482,0,0.000744628,0,0.000181158,0.000859793,0.000369749,0.00031861,0.00582496,0.003828054,0,0.03496383,0,0.001531701,0,0.000594523,0,0.000260756,0.000383053,0.003556964,0,0.000281599,0.000257221,0.000224473,0.000131544,0.040095677,0,0,0.000150189,0,0,0.039654517,0,0,0.007489216,0
0.022933019,0.000329982,0.350671008,0,0.000600755,0.003123569,0.000151781,0.00062369,0.002078574,0.000550844,0.000789265,0.000357565,0.003494473,0.024641674,0.005308745,0.022636463,0,0,0.00096189,0,0.00061089,0,0.000751889,0.00025063,0.002526721,0,0.009026466,0.003038394,0.004016682,0.107085072,0.006888719,0.006053901,0.004754607,0.014741262,0,0.000801575,0,0.00194368,0.001630425,0.170118911,0.009084591,0.001151822,0.000357565,0,0,0.000536187,0.006371684,0.014426432,0.000357565,0.108534126,0,0.04448595,0,0,0.000256181,0,0,0.000184875,0,0,0,9.76E-05,0.006439047,0,0,0,0.205765633,0.000620301,0.000545061,0.007069849,0,0,0,0.001957476,0,0.000721732,0,0,0,0,0,0.000529447,0,0,0.041153127,0,0,0,0,0.064049721,0.008964333,0,0,0.648234197,0.077234565,0.001018149,0,0,0.010638509,0.001847435,0,0.001468916,0.00098143,0.000439063,0,0.023437488,0.000486448,0.00017209,0,0.000767502,0,0.000855161,0,0.009453918,0.001612263,0,0.063667618,0.027972002,0,0.009239493,0,0,0.490866959,0.00235452,0.00150466,0.017799302,0,0.00541299,0.002905858,0.001932989,0.001289495,0.001501663,0.005457427,0,0.020064898,0.000306819,0,0.003839992,0,0.011229287,0.001946105,0,0,0,0,0,0,0.063970542,0.001141703,0.002344365,0,0,0.000305182,0,0,0,0.002990606,0,0.010990221,0.013548653,0,0,0,0.000257221,0,0,0,0,0.000182376,0.000806132,0.001136048,0.0019495,0.000452942,0,0.015161095,0.020141985,0.00128252,0,0,0.000183615,0.02288283,0.003704569,0.025575799,0,0.00757996,0.000160315,0.000181158,0.28843415,0.059637444,0,0,0,0.007197729,0.00416644,0.000925515,0.000194368,0.00046767,0.000810747,0,0.020251643,0.000176482,0,0.000744628,0,0.000181158,0.000859793,0.000369749,0.00031861,0.00582496,0.003828054,0,0.03496383,0,0.001531701,0,0.000594523,0,0.000260756,0.000383053,0.003556964,0,0.000281599,0.000257221,0.000224473,0.000131544,0.040095677,0,0,0.000150189,0,0,0.039654517,0,0,0.007489216,0
0,0,0.106660093,0,0,0,0,0,0,0,0,0,0,0,0.051906588,0.039806009,0,0,0,0,0,0,0,0,0,0,0,0.001993282,0,0.077570977,0.010975238,0.010889731,0.002039458,0,0,0,0,0,0,0.223016558,0.001948388,0,0,0,0,0.001993282,0.002186474,0,0,0.050097922,0,0.029089116,0,0,0,0,0,0,0,0,0,0.002177946,0.005523976,0,0,0,0.148677705,0,0,0,0,0,0,0,0,0.005366093,0,0,0,0,0,0,0,0,0.02424093,0,0,0,0,0.002000887,0,0,0,0.711067285,0.019392744,0,0,0,0,0,0,0,0,0,0,0.008084145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531684402,0,0,0.001780335,0,0,0,0,0,0,0,0,0.001727988,0,0,0.001616062,0,0,0.005787733,0,0,0,0,0,0.041618053,0.002320109,0,0,0,0,0,0,0,0,0,0,0,0.004848186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025856992,0,0.002348215,0,0,0.245641426,0.011653968,0,0,0,0,0.002445598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224680868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005549745,0,0.341322801,0,0,0,0,0,0,0,0,0,0,0,0.119741601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004834566,0.086159154,0.004501052,0.004465985,0,0,0,0,0,0,0,0.364519497,0,0,0,0,0,0.020436607,0,0,0,0.059648645,0,0.046393391,0,0,0.015622788,0,0,0,0,0.005227314,0,0,0.003775727,0,0,0,0.152435426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03645195,0,0,0,0,0.106675811,0,0,0,0.626310771,0.003313814,0,0,0,0.009180756,0,0,0,0,0,0,0.005525644,0,0,0,0.010029635,0,0,0,0.020990279,0,0,0,0,0,0,0,0,0.513641109,0.00468218,0,0.01460265,0,0,0.005316281,0.011051288,0,0,0,0,0.024803262,0,0,0.006627627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022591755,0.009941441,0,0,0,0,0,0,0,0,0,0,0,0.009907275,0,0,0,0,0,0,0,0,0.004590378,0,0.029824322,0,0,0,0,0.159063053,0.006827722,0,0,0,0,0,0,0,0,0,0,0,0.008071881,0,0,0,0,0,0,0,0,0,0,0.020031262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025270012,0,0,0,0,0,0.02313397,0,0,0,0
0.004304898,0,0.240892761,0.001045287,0.004281792,0.006958111,0.001538557,0.002074453,0.003423846,0.00139593,0.004083601,0.001359195,0.008790466,0.011708652,0,0.038322409,0.000302849,0,0.002843855,0,0.000129008,0,0,0,0.004143205,0,0.009951928,0.010757076,0.018549793,0.152118637,0.004488987,0.011753648,0.016103917,0.029885469,0,0.001117229,0.001434455,0.001723964,0.000688628,0.142525157,0.017543115,0.000324323,0.000113266,0.000302849,0,0.003283739,0.020928889,0.009976068,0.002718391,0.114479143,0.000293148,0.039705076,0.003149512,0.000270893,0.000919707,0,0,0,0,0.000217221,0,0.002536313,0.030543252,0,0.000133383,0.000580332,0.335909532,0.000392986,0,0.000785798,0.000114013,0.000517979,0,0.009094385,0.000143626,0.012650515,0,0.000712592,0.000270893,0,0.000302849,0.000894472,0.00045947,0.000178405,0.025383707,0,0,0,0,0.00852483,0.008613577,0,0,0.604572895,0.063849434,0.000903056,0.009880341,0.001629601,0.021745852,0.002660063,0,0.001163275,0.000414518,0.001390825,0.00029951,0.014848633,0.00636916,0.002180524,0,0.014309491,0.000756843,0.000433424,0,0.023608918,0.001430011,0,0.000528998,0.001454745,0.000270893,0.001881517,0,0,0.536316886,0.013619752,0.007846109,0.035650256,0.000113266,0.003734188,0.005302031,0.005434294,0.005495841,0.008007337,0.007307918,0.00016296,0.040295427,0.000194383,0.001254646,0.001881975,0.000541785,0.013542741,0.014384291,0.000133383,0,0,0.000119608,0.000353815,0.001182099,0.045668166,0.000813731,0.0024463,0.000129008,0,0.000580036,0.000605697,0,0,0.006545239,0,0.002425233,0.048977244,0.002624085,0,0,0.000814801,0,0.000281686,0.00012314,0.001568308,0.000346629,0.000510718,0.002878936,0.002676028,0.000573916,0,0.003807463,0,0.004468916,0.000541785,0.000812678,0.00046531,0.002416206,0.0009388,0.024419769,0,0.005735989,0.001726626,0.000229543,0.262007599,0.023454671,0.020476244,0.005529287,0.004062324,0.016276893,0.00118088,0.000732941,0.000615701,0.000296289,0.002157296,0.00048888,0.002425233,0.002571606,0,0.004363717,0,0.002065885,0.000181572,0.003045272,0,0.01970387,0.0028164,0.000592577,0.124443611,0.000447236,0.000705743,0.001211116,0.005743989,0,0.000330399,0.00279082,0.003521072,0.001576131,0.001070429,0.000977761,0,0.005667038,0.025502305,0.064836207,0.069629545,0.000761208,0.000112532,0.000102728,0.030249905,0.001354463,0,0.000984756,0
